county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,ny_listing_status,federal_listing_status
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Helianthus angustifolius,Swamp Sunflower,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,Rare,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,Endangered,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Sericocarpus linifolius,Flax-leaf Whitetop,Threatened,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago latissimifolia,Coastal Goldenrod,Endangered,not listed
Queens,Plant,Flowering Plants,Grasses,Cenchrus tribuloides,Dune Sandspur,Threatened,not listed
Queens,Plant,Flowering Plants,Grasses,Dichanthelium scoparium,Velvet Panic Grass,Endangered,not listed
Queens,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,Endangered,not listed
Queens,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,Endangered,not listed
Queens,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Agalinis maritima var. maritima,Seaside Gerardia,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Agrimonia rostellata,Woodland Agrimony,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Aletris farinosa,Stargrass,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Amaranthus pumilus,Seabeach Amaranth,Threatened,Threatened
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias rubra,Red Milkweed,not listed,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias variegata,White Milkweed,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Bartonia paniculata ssp. paniculata,Screw-stem,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,Rare,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,Rare,not listed
Queens,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,Rare,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,Endangered,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Gamochaeta purpurea,Purple Everlasting,not listed,not listed
Queens,Plant,Flowering Plants,Sedges,Scleria muehlenbergii,Muhlenberg's Nut Sedge,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,Endangered,not listed
Queens,Plant,Flowering Plants,Grasses,Panicum amarum var. amarum,Dune Panic Grass,Rare,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Polygala cruciata,Cross-leaved Milkwort,not listed,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Ageratina aromatica,Small White Snakeroot,Endangered,not listed
Queens,Plant,Flowering Plants,Grasses,Aristida longespica,Slender Threeawn,not listed,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's-foot Violet,Rare,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Commelina erecta,Slender Dayflower,not listed,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium subvenosum,Trinerved White Boneset,Threatened,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Cirsium horridulum var. horridulum,Yellow Thistle,not listed,not listed
Queens,Plant,Flowering Plants,Sedges,Scleria verticillata,Low Nut Sedge,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Oenothera laciniata,Cut-leaved Evening Primrose,Endangered,not listed
Queens,Plant,Flowering Plants,Sedges,Scleria pauciflora,Few-flowered Nut Sedge,Endangered,not listed
Queens,Plant,Flowering Plants,Sedges,Scleria reticularis,Reticulated Nut Sedge,Rare,not listed
Queens,Plant,Flowering Plants,Rushes,Juncus scirpoides var. scirpoides,Sedge Rush,Endangered,not listed
Queens,Plant,Flowering Plants,Orchids,Platanthera cristata,Orange Crested Orchid,Endangered,not listed
Queens,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,Endangered,not listed
Queens,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Oenothera oakesiana,Oakes' Evening Primrose,Threatened,not listed
Queens,Plant,Flowering Plants,Sedges,Cyperus retrorsus,Retrorse Flatsedge,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Stachys hyssopifolia var. hyssopifolia,Rough Hedge Nettle,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Sabatia dodecandra var. dodecandra,Large Marsh Pink,not listed,not listed
Queens,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum pinnatum,Green Parrot's Feather,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil,Threatened,not listed
Queens,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,Rare,not listed
Queens,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,Endangered,not listed
Queens,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,Rare,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Euonymus americanus,American Strawberry Bush,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Amianthium muscitoxicum,Fly-poison,not listed,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Magnolia virginiana var. virginiana,Sweetbay Magnolia,Endangered,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,Rare,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum concolor var. concolor,Eastern Silvery Aster,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Helanthium tenellum,Burhead,not listed,not listed
Queens,Plant,Flowering Plants,Sedges,Eleocharis engelmannii,Engelmann's Spike Rush,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Viburnum nudum var. nudum,Southern Wild Raisin,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Sabatia stellaris,Sea Pink,Threatened,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum subulatum var. subulatum,Annual Saltmarsh Aster,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Rhexia mariana var. mariana,Meadow Beauty,not listed,not listed
Queens,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,Endangered,not listed
Queens,Plant,Flowering Plants,Sedges,Eleocharis uniglumis,Salt-marsh Spike Rush,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,Rare,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder,Rare,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Suaeda rolandii,Roland's Sea Blite,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet,Threatened,not listed
Queens,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,Rare,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,not listed,not listed
Queens,Plant,Flowering Plants,Grasses,Tripsacum dactyloides var. dactyloides,Northern Gama Grass,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,Threatened,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum tenuifolium var. tenuifolium,Perennial Saltmarsh Aster,Rare,not listed
Queens,Plant,Flowering Plants,Sedges,Eleocharis tuberculosa,Long-tubercled Spike Rush,Threatened,not listed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Pityopsis falcata,Sickle-leaved Golden Aster,not listed,not listed
Queens,Plant,Flowering Plants,Sedges,Eleocharis tenuis var. pseudoptera,Slender Spike Rush,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Atriplex dioica,Thickleaf Orach,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia False Gromwell,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,Threatened,not listed
Queens,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side-oats Grama,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Melanthium hybridum,Slender Bunchflower,not listed,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Sabatia angularis,Rose Pink,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Sabatia campanulata,Slender Marsh Pink,Endangered,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,Threatened,not listed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed,Endangered,not listed
Queens,Plant,Flowering Plants,Grasses,Sporobolus clandestinus,Hidden Dropseed,Endangered,not listed
Rensselaer,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,Game with open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,Game with no open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,Game with no open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy,Game with no open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander,Game with no open season,not listed
Rensselaer,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,Game with open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,Game with no open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,Game with no open season,not listed
Rensselaer,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,Game with open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,Game with no open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,Game with no open season,not listed
Rensselaer,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,Game with open season,not listed
Rensselaer,Animal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad,Game with open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,Game with no open season,not listed
Rensselaer,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,Game with open season,not listed
Rensselaer,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,Game with open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,Special Concern,not listed
Rensselaer,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,Game with open season,not listed
Rensselaer,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,Game with open season,not listed
Rensselaer,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,Special Concern,not listed
Rensselaer,Animal,Animal Assemblages,Animal Assemblages,Anadromous Fish Concentration Area,Anadromous Fish Concentration Area,not applicable,not applicable
Rensselaer,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,Protected Bird,not listed
Rensselaer,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,Protected Bird,not listed
Rensselaer,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,Protected Bird,not listed
Rensselaer,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,Protected Bird,not listed
Rensselaer,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,Protected Bird,not listed
Rensselaer,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,Protected Bird,not listed
Rensselaer,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,Protected Bird,not listed
Rensselaer,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,Protected Bird,not listed
Rensselaer,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,Protected Bird,not listed
Rensselaer,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,Protected Bird,not listed
Rensselaer,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,Protected Bird,not listed
Rensselaer,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,Protected Bird,not listed
Rensselaer,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,Protected Bird,not listed
Rensselaer,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,Protected Bird,not listed
Rensselaer,Animal,Birds,Creepers,Certhia americana,Brown Creeper,Protected Bird,not listed
Rensselaer,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,Protected Bird,not listed
Rensselaer,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,Protected Bird,not listed
Rensselaer,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,Protected Bird,not listed
Rensselaer,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,Protected Bird,not listed
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,Protected Bird,not listed
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,Finches and Crossbills,Coccothraustes vespertinus,Evening Grosbeak,Protected Bird,not listed
Rensselaer,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,Protected Bird,not listed
Rensselaer,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,Protected Bird,not listed
Rensselaer,Animal,Birds,Finches and Crossbills,Loxia leucoptera,White-winged Crossbill,Protected Bird,not listed
Rensselaer,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin,Protected Bird,not listed
Rensselaer,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,Protected Bird,not listed
Rensselaer,Animal,Birds,Flycatchers,Contopus cooperi,Olive-sided Flycatcher,Protected Bird,not listed
Rensselaer,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,Protected Bird,not listed
Rensselaer,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,Protected Bird,not listed
Rensselaer,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,Protected Bird,not listed
Rensselaer,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,Protected Bird,not listed
Rensselaer,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,Protected Bird,not listed
Rensselaer,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,Protected Bird,not listed
Rensselaer,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,Protected Bird,not listed
Rensselaer,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,Protected Bird,not listed
Rensselaer,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,Threatened,not listed
Rensselaer,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,Protected Bird,not listed
Rensselaer,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,Protected Bird,not listed
Rensselaer,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,Special Concern,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,Special Concern,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,Special Concern,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,Protected Bird,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,Special Concern,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,Protected Bird,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,Protected Bird,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,Threatened,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Coragyps atratus,Black Vulture,Protected Bird,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,Endangered,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,Protected Bird,not listed
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,Special Concern,not listed
Rensselaer,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,Protected Bird,not listed
Rensselaer,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,Protected Bird,not listed
Rensselaer,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,Protected Bird,not listed
Rensselaer,Animal,Birds,Kinglets,Regulus calendula,Ruby-crowned Kinglet,Protected Bird,not listed
Rensselaer,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet,Protected Bird,not listed
Rensselaer,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,Protected Bird,not listed
Rensselaer,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,Protected Bird,not listed
Rensselaer,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,Protected Bird,not listed
Rensselaer,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,Special Concern,not listed
Rensselaer,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,Protected Bird,not listed
Rensselaer,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,Protected Bird,not listed
Rensselaer,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,not listed,not listed
Rensselaer,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl,Protected Bird,not listed
Rensselaer,Animal,Birds,Owls,Asio otus,Long-eared Owl,Protected Bird,not listed
Rensselaer,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,Protected Bird,not listed
Rensselaer,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,Protected Bird,not listed
Rensselaer,Animal,Birds,Owls,Strix varia,Barred Owl,Protected Bird,not listed
Rensselaer,Animal,Birds,Owls,Tyto alba,Barn Owl,Protected Bird,not listed
Rensselaer,Animal,Birds,Parrots and Parakeets,Myiopsitta monachus,Monk Parakeet,not listed,not listed
Rensselaer,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,not listed,not listed
Rensselaer,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,Protected Bird,not listed
Rensselaer,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,Protected Bird - Game with open season,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,Special Concern,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,Protected Bird,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,Protected Bird,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,Protected Bird,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,Protected Bird,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,Protected Bird,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow,Special Concern,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,Protected Bird,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,Protected Bird,not listed
Rensselaer,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,Protected Bird,not listed
Rensselaer,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,not listed,not listed
Rensselaer,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow,Protected Bird,not listed
Rensselaer,Animal,Birds,Swallows,Progne subis,Purple Martin,Protected Bird,not listed
Rensselaer,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,Protected Bird,not listed
Rensselaer,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,Protected Bird,not listed
Rensselaer,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,Protected Bird,not listed
Rensselaer,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,Protected Bird,not listed
Rensselaer,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,Protected Bird,not listed
Rensselaer,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush,Protected Bird,not listed
Rensselaer,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,Protected Bird,not listed
Rensselaer,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,Protected Bird,not listed
Rensselaer,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,Protected Bird,not listed
Rensselaer,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,Protected Bird,not listed
Rensselaer,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo,Protected Bird,not listed
Rensselaer,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,Protected Bird,not listed
Rensselaer,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,Protected Bird,not listed
Rensselaer,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,Protected Bird,not listed
Rensselaer,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,Protected Bird,not listed
Rensselaer,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,Protected Bird,not listed
Rensselaer,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,Special Concern,not listed
Rensselaer,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,Protected Bird,not listed
Rensselaer,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,Protected Bird,not listed
Rensselaer,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,Protected Bird,not listed
Rensselaer,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,Protected Bird,not listed
